id|Nationality|Nationality_Region|Nationality_IncomeGroup|aff_country|aff_country_Region|aff_country_IncomeGroup|Gender|Citations|Productivity|Degree
ur.07570456437.58|IN|South Asia|Lower middle income|India|South Asia|Lower middle income||2209|1|0
ur.0770342101.97|DE|Europe & Central Asia|High income|Switzerland|Europe & Central Asia|High income|male|2206|1|1
ur.01216126207.55|MY|East Asia & Pacific|Upper middle income|China|East Asia & Pacific|Upper middle income|male|2205|1|3
ur.0646260364.07|GB|Europe & Central Asia|High income|United States|North America|High income||2205|1|3
ur.01140334513.23|IN|South Asia|Lower middle income|United States|North America|High income|male|2205|1|3
ur.01332354607.78|RU|Europe & Central Asia|Upper middle income|China|East Asia & Pacific|Upper middle income|male|2205|1|3
ur.01013651021.02|GB|Europe & Central Asia|High income|United States|North America|High income|male|2201|1|2
ur.01335272535.02|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income||2201|1|2
ur.01131541723.67|SN|Sub-Saharan Africa|Lower middle income|United States|North America|High income|male|2201|1|2
ur.01075516565.25|DE|Europe & Central Asia|High income|United States|North America|High income|male|2199|1|7
ur.011000121545.22|US|North America|High income|United States|North America|High income|female|2199|1|7
ur.01255403435.35|NZ|East Asia & Pacific|High income|United States|North America|High income|female|2199|1|7
ur.0745552205.28|KR|East Asia & Pacific|High income|United States|North America|High income|male|2199|1|7
ur.0764306425.19|CZ|Europe & Central Asia|High income|United States|North America|High income|male|2199|1|7
ur.01042372752.72|HK|East Asia & Pacific|High income|United States|North America|High income|male|2199|1|7
ur.0676766207.04|US|North America|High income||||male|2199|1|7
ur.0730605653.42|IE|Europe & Central Asia|High income|United States|North America|High income|male|2199|1|7
ur.01142167464.02|BD|South Asia|Lower middle income|France|Europe & Central Asia|High income|male|2197|1|5
ur.015026413031.40|FR|Europe & Central Asia|High income|France|Europe & Central Asia|High income|male|2197|1|5
ur.013610522776.06|FR|Europe & Central Asia|High income|France|Europe & Central Asia|High income|male|2197|1|5
ur.016001044376.97|FR|Europe & Central Asia|High income|France|Europe & Central Asia|High income|male|2197|1|5
ur.012336354417.19|PT|Europe & Central Asia|High income|France|Europe & Central Asia|High income|male|2197|1|5
ur.01017474032.95|FR|Europe & Central Asia|High income|France|Europe & Central Asia|High income|male|2197|1|5
ur.015365124465.87|IL|Middle East & North Africa|High income|United States|North America|High income|male|2193|1|1
ur.0104363450.35|US|North America|High income|United States|North America|High income|male|2193|1|1
ur.0641223730.49|CN|East Asia & Pacific|Upper middle income|United States|North America|High income|male|2192|1|3
ur.01175611062.13|IT|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|male|2191|1|2
ur.0756060731.43|DE|Europe & Central Asia|High income|France|Europe & Central Asia|High income|female|2191|1|2
ur.01222456463.35|ES|Europe & Central Asia|High income|Spain|Europe & Central Asia|High income||2191|1|2
ur.016334612607.88|PL|Europe & Central Asia|High income|United States|North America|High income|female|2190|1|0
ur.01026056365.79|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income|male|2186|1|2
ur.0776035550.02|TW|||United States|North America|High income||2186|1|2
ur.014360446735.02|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income|male|2186|1|0
ur.01205007625.18|KZ|Europe & Central Asia|Upper middle income|United States|North America|High income||2185|1|2
ur.011673355553.59|IL|Middle East & North Africa|High income|Canada|North America|High income||2185|1|2
ur.016377413151.18|CH|Europe & Central Asia|High income|United States|North America|High income||2185|1|2
ur.0763747744.93|LB|Middle East & North Africa|Lower middle income|Germany|Europe & Central Asia|High income|male|2182|1|3
ur.01027203077.46|IT|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|female|2182|1|3
ur.0760366773.23|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|2182|1|3
ur.013120166007.18|FI|Europe & Central Asia|High income|United States|North America|High income||2177|1|4
ur.010176272171.15|TW|||United States|North America|High income||2177|1|4
ur.016675502271.05|AT|Europe & Central Asia|High income|United States|North America|High income||2177|1|4
ur.016331747022.42|CA|North America|High income|United States|North America|High income||2177|1|4
ur.010251504244.82|RU|Europe & Central Asia|Upper middle income|Ukraine|Europe & Central Asia|Lower middle income||2177|1|4
ur.016364301166.83|IL|Middle East & North Africa|High income|United States|North America|High income||2177|1|2
ur.07431171275.26|US|North America|High income|United States|North America|High income|male|2177|1|2
ur.014532272264.34|NL|Europe & Central Asia|High income|United States|North America|High income||2177|1|2
ur.011554621660.88||||United States|North America|High income|male|2176|1|0
ur.0745362617.06|KR|East Asia & Pacific|High income|United States|North America|High income|male|2175|1|1
ur.014042272747.54|JP|East Asia & Pacific|High income|United States|North America|High income|male|2175|1|1
ur.01315765420.25|CZ|Europe & Central Asia|High income|Austria|Europe & Central Asia|High income|male|2167|1|1
ur.01335611251.55|HU|Europe & Central Asia|High income|Austria|Europe & Central Asia|High income|male|2167|1|1
ur.014745117401.57|US|North America|High income|Canada|North America|High income|male|2166|1|0
ur.01160102042.66|IT|Europe & Central Asia|High income|United States|North America|High income|female|2165|1|2
ur.0746266056.23|PK|South Asia|Lower middle income|United States|North America|High income|male|2165|1|2
ur.012714134712.15|CN|East Asia & Pacific|Upper middle income|United States|North America|High income||2165|1|2
ur.010677015123.36|PL|Europe & Central Asia|High income|United States|North America|High income|male|2163|1|1
ur.07775625047.60|IQ|Middle East & North Africa|Upper middle income|Italy|Europe & Central Asia|High income|male|2163|1|1
ur.013634361173.55|IE|Europe & Central Asia|High income|United States|North America|High income|male|2161|1|0
ur.010614071562.07|AT|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|2156|1|2
ur.015007176071.56|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|2156|1|2
ur.07662777735.27|AU|East Asia & Pacific|High income|United States|North America|High income|male|2155|1|3
ur.010771176137.59|US|North America|High income|United States|North America|High income||2155|1|3
ur.016366051135.53|US|North America|High income|United States|North America|High income||2155|1|3
ur.01313554334.26|BE|Europe & Central Asia|High income|United States|North America|High income|male|2155|1|3
ur.015010464310.39|TW|||United States|North America|High income|male|2150|1|1
ur.07720340525.54|SE|Europe & Central Asia|High income|United States|North America|High income|male|2143|1|3
ur.07530265033.01|US|North America|High income|United States|North America|High income|male|2143|1|3
ur.07742352605.86|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income||2105|1|5
ur.012403700371.88|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income||2105|1|5
ur.01160337340.35|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income|female|2105|1|5
ur.016707015221.01|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income|male|2105|1|5
ur.01031414124.25|IL|Middle East & North Africa|High income|Germany|Europe & Central Asia|High income|male|2131|1|2
ur.0662125177.25|IL|Middle East & North Africa|High income|Germany|Europe & Central Asia|High income|male|2131|1|2
ur.012045756257.78|US|North America|High income|United Kingdom|Europe & Central Asia|High income|male|2075|1|6
ur.014543026633.01|IT|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|2075|1|6
ur.012365601646.23|MQ|||United Kingdom|Europe & Central Asia|High income|male|2075|1|6
ur.011467645016.42|GB|Europe & Central Asia|High income|United States|North America|High income|male|2075|1|6
ur.01153774111.93|IE|Europe & Central Asia|High income|United States|North America|High income|male|2075|1|6
ur.0724116473.47|DE|Europe & Central Asia|High income|United States|North America|High income|male|2075|1|6
ur.016250444541.67|IT|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|male|2075|1|6
ur.014653226451.88|IL|Middle East & North Africa|High income|United States|North America|High income|male|2102|1|1
ur.015171300240.70|DE|Europe & Central Asia|High income|United States|North America|High income||2102|1|1
ur.014536471120.31|IT|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|female|2085|1|2
ur.015540666503.32|SE|Europe & Central Asia|High income|United States|North America|High income|male|2085|1|2
ur.016236313563.11|DE|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income||2139|1|8
ur.01101103467.66|IT|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|male|2139|1|8
ur.0753771050.70|SI|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|male|2139|1|8
ur.01041444214.56|NZ|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income|male|2139|1|8
ur.01243465050.26|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|2139|1|8
ur.01110661575.05|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|2139|1|8
ur.011641044062.29|NZ|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income|male|2139|1|8
ur.014251577267.36|IT|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|female|2139|1|8
ur.014542557675.07|IT|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|male|2139|1|8
ur.01011012373.08|SE|Europe & Central Asia|High income|United States|North America|High income|female|2131|1|2
ur.01057571337.08|GB|Europe & Central Asia|High income|United States|North America|High income|male|2131|1|2
ur.0710614141.17|IL|Middle East & North Africa|High income|United States|North America|High income||4175|2|6
ur.0761046650.29|IE|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|4060|2|2
ur.013147541175.03|NL|Europe & Central Asia|High income|United States|North America|High income|male|2079|1|1
ur.01276237421.94|CN|East Asia & Pacific|Upper middle income|China|East Asia & Pacific|Upper middle income|female|2139|1|4
ur.01153641630.87|HK|East Asia & Pacific|High income|China|East Asia & Pacific|Upper middle income|female|2139|1|4
ur.01211477472.34|CN|East Asia & Pacific|Upper middle income|China|East Asia & Pacific|Upper middle income||2139|1|4
ur.01270070230.36|CN|East Asia & Pacific|Upper middle income|China|East Asia & Pacific|Upper middle income|male|2139|1|4
ur.07536771640.97|CZ|Europe & Central Asia|High income|China|East Asia & Pacific|Upper middle income|male|2139|1|4
ur.01073706204.17|CN|East Asia & Pacific|Upper middle income|Austria|Europe & Central Asia|High income||2126|1|3
ur.01346367633.07|RU|Europe & Central Asia|Upper middle income|United States|North America|High income||2126|1|3
ur.012521656004.15|ES|Europe & Central Asia|High income|Austria|Europe & Central Asia|High income||4196|2|7
ur.016051435614.75|SE|Europe & Central Asia|High income|United States|North America|High income|male|2132|1|3
ur.01176710266.21|BR|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|2132|1|3
ur.010357032237.05|IT|Europe & Central Asia|High income|United States|North America|High income|male|2132|1|3
ur.0654543040.34|UA|Europe & Central Asia|Lower middle income|United States|North America|High income|male|2132|1|3
ur.0720415427.09|DE|Europe & Central Asia|High income|United States|North America|High income|male|2079|1|2
ur.0726261003.87|NZ|East Asia & Pacific|High income|United States|North America|High income|male|2079|1|2
ur.015375173667.68|GB|Europe & Central Asia|High income|United States|North America|High income|male|2079|1|2
ur.014262207743.29|DK|Europe & Central Asia|High income|United States|North America|High income||2082|1|0
ur.01300642215.93|DK|Europe & Central Asia|High income|Denmark|Europe & Central Asia|High income|male|2121|1|1
ur.0764035625.22|NL|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income||2110|1|5
ur.01343020365.99|CN|East Asia & Pacific|Upper middle income|Netherlands|Europe & Central Asia|High income||2110|1|5
ur.01312044601.97|RU|Europe & Central Asia|Upper middle income|Netherlands|Europe & Central Asia|High income||2110|1|5
ur.0677026001.20|FR|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income||2110|1|5
ur.016252012264.53|NL|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income||2110|1|5
ur.01360160001.85|NL|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income||2110|1|5
ur.0630776216.98|PL|Europe & Central Asia|High income|United States|North America|High income|male|2078|1|3
ur.0667506721.51|KR|East Asia & Pacific|High income|United States|North America|High income||2078|1|3
ur.01017651671.49|IT|Europe & Central Asia|High income|United States|North America|High income|male|2078|1|3
ur.016256122775.54|VN|East Asia & Pacific|Lower middle income|United States|North America|High income||2131|1|4
ur.016230164547.76|IE|Europe & Central Asia|High income|United States|North America|High income||2131|1|4
ur.014037643147.80|PH|East Asia & Pacific|Lower middle income|United States|North America|High income||2131|1|4
ur.013710327167.01|GB|Europe & Central Asia|High income|United States|North America|High income||2131|1|4
ur.014557664067.02|DE|Europe & Central Asia|High income|United States|North America|High income||2131|1|4
ur.013040032053.11|AE|Middle East & North Africa|High income|United States|North America|High income||2118|1|3
ur.014635140064.38|JP|East Asia & Pacific|High income|United States|North America|High income||2118|1|3
ur.011312171523.51|CA|North America|High income|United States|North America|High income||2118|1|3
ur.012334752431.04|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income|male|2100|1|1
ur.011047064345.06|RU|Europe & Central Asia|Upper middle income|Spain|Europe & Central Asia|High income|male|2100|1|1
ur.013026400111.06|CH|Europe & Central Asia|High income|France|Europe & Central Asia|High income|male|2118|1|0
ur.01166335076.23|GB|Europe & Central Asia|High income|United States|North America|High income|male|2084|1|1
ur.012726732732.67|DK|Europe & Central Asia|High income|United States|North America|High income|male|2086|1|0
ur.016663346574.41|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income||2142|1|2
ur.01030620241.70|ZA|Sub-Saharan Africa|Upper middle income|United Kingdom|Europe & Central Asia|High income|female|2142|1|2
ur.014346056673.17|NZ|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income||2142|1|2
ur.01040775074.71|NL|Europe & Central Asia|High income|Switzerland|Europe & Central Asia|High income|male|2097|1|0
ur.016252051356.10|TN|Middle East & North Africa|Lower middle income|Germany|Europe & Central Asia|High income|male|2082|1|1
ur.01044562450.30|AR|Latin America & Caribbean|Upper middle income|Switzerland|Europe & Central Asia|High income|male|2082|1|1
ur.01236123571.67|SK|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|2089|1|2
ur.01270513240.38|AT|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|2089|1|2
ur.01135513606.98|IT|Europe & Central Asia|High income|United States|North America|High income|male|2103|1|1
ur.014056463677.60|GB|Europe & Central Asia|High income|United States|North America|High income|female|2137|1|3
ur.011221701501.76|GB|Europe & Central Asia|High income|United States|North America|High income|female|2137|1|3
ur.013033155235.32|NZ|East Asia & Pacific|High income|United States|North America|High income|male|2137|1|3
ur.013155607113.79|NZ|East Asia & Pacific|High income|United States|North America|High income|male|2137|1|3
ur.015252534171.65|JM|Latin America & Caribbean|Upper middle income|Israel|Middle East & North Africa|High income|male|2089|1|0
ur.01230773233.39|AT|Europe & Central Asia|High income|Austria|Europe & Central Asia|High income|male|2067|1|3
ur.0750604543.53|IR|Middle East & North Africa|Lower middle income|Austria|Europe & Central Asia|High income|male|2067|1|3
ur.01224462054.18|AT|Europe & Central Asia|High income|Austria|Europe & Central Asia|High income|male|2067|1|3
ur.013263115577.06|IN|South Asia|Lower middle income|Germany|Europe & Central Asia|High income|male|1947|1|0
ur.0631725663.41|VN|East Asia & Pacific|Lower middle income|United States|North America|High income||2063|1|1
ur.014514661657.01|CN|East Asia & Pacific|Upper middle income|United States|North America|High income||2063|1|1
ur.011315263765.83|DO|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|1952|1|3
ur.0655617744.50|UA|Europe & Central Asia|Lower middle income|United States|North America|High income|male|1952|1|3
ur.014570661210.49|CL|Latin America & Caribbean|High income|United States|North America|High income|male|1952|1|3
ur.07654207565.67|CO|Latin America & Caribbean|Upper middle income|Mexico|Latin America & Caribbean|Upper middle income|male|1952|1|3
ur.01041032447.95|IE|Europe & Central Asia|High income|United States|North America|High income|male|2002|1|0
ur.016707371037.86|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|2036|1|1
ur.010734007561.39|AT|Europe & Central Asia|High income|United States|North America|High income|male|2036|1|1
ur.013675541571.29|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income|male|2066|1|3
ur.0664100346.75|CN|East Asia & Pacific|Upper middle income|Japan|East Asia & Pacific|High income|female|2066|1|3
ur.0606635047.88|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income|male|2066|1|3
ur.0654750247.66|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income|male|2066|1|3
ur.016010435723.59|IL|Middle East & North Africa|High income|United States|North America|High income|male|2003|1|1
ur.01126147313.64|US|North America|High income|United States|North America|High income|male|2003|1|1
ur.013223107243.97|FR|Europe & Central Asia|High income|United States|North America|High income|male|1998|1|2
ur.014526636453.15|DE|Europe & Central Asia|High income|United States|North America|High income||4195|2|3
ur.015131607561.14|DE|Europe & Central Asia|High income|United States|North America|High income||4195|2|3
ur.01254246103.46|NZ|East Asia & Pacific|High income|Sweden|Europe & Central Asia|High income|male|2022|1|1
ur.01323161416.62|SE|Europe & Central Asia|High income|Sweden|Europe & Central Asia|High income|male|2022|1|1
ur.01364421314.77|UA|Europe & Central Asia|Lower middle income|United Kingdom|Europe & Central Asia|High income||1994|1|3
ur.0772212750.06|PT|Europe & Central Asia|High income|Singapore|East Asia & Pacific|High income||1994|1|3
ur.010360245273.53|MQ|||United States|North America|High income|male|2056|1|0
ur.01213070276.31|IL|Middle East & North Africa|High income|Italy|Europe & Central Asia|High income|male|1965|1|2
ur.010513642022.49|IT|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|male|1965|1|2
ur.01352261626.07|IT|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|male|1965|1|2
ur.0763246667.20|US|North America|High income|United States|North America|High income|male|1948|1|6
ur.01167332553.13|US|North America|High income|United States|North America|High income|male|1948|1|6
ur.01345216761.20|PH|East Asia & Pacific|Lower middle income|United States|North America|High income|male|1948|1|6
ur.01303561153.93|NL|Europe & Central Asia|High income|United States|North America|High income|male|1948|1|6
ur.0712124546.55|KE|Sub-Saharan Africa|Lower middle income|United States|North America|High income|male|1948|1|6
ur.01242152210.18|NZ|East Asia & Pacific|High income|United States|North America|High income|male|1948|1|6
ur.012616050427.62|PH|East Asia & Pacific|Lower middle income|United Kingdom|Europe & Central Asia|High income|male|1972|1|0
ur.014141556101.33|DK|Europe & Central Asia|High income|United States|North America|High income||2035|1|1
ur.07737413601.19|KZ|Europe & Central Asia|Upper middle income|United States|North America|High income||2035|1|1
ur.01056622012.44|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|1977|1|1
ur.01252344725.26|BE|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income|male|1977|1|1
ur.01213312305.42|IM|Europe & Central Asia|High income|United States|North America|High income|male|1987|1|0
ur.016075020111.69|US|North America|High income|United States|North America|High income|male|2048|1|3
ur.016307355763.34|CY|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|2048|1|3
ur.01204435444.36|IL|Middle East & North Africa|High income|United States|North America|High income|male|1965|1|3
ur.01060024236.19|RO|Europe & Central Asia|High income|Israel|Middle East & North Africa|High income|male|1965|1|3
ur.012441700655.46|DE|Europe & Central Asia|High income|United States|North America|High income|male|1965|1|3
ur.01030726447.39|CZ|Europe & Central Asia|High income|Czechia|||male|2033|1|2
ur.01337233134.82|CZ|Europe & Central Asia|High income|Czechia|||male|2033|1|2
ur.0633405356.68|HU|Europe & Central Asia|High income|Czechia|||male|2033|1|2
ur.016470232065.06|PT|Europe & Central Asia|High income|Brazil|Latin America & Caribbean|Upper middle income||2047|1|1
ur.01061474154.38|AR|Latin America & Caribbean|Upper middle income|France|Europe & Central Asia|High income|male|1950|1|2
ur.01044363775.43|FR|Europe & Central Asia|High income|France|Europe & Central Asia|High income|male|1950|1|2
ur.01344540311.65|AT|Europe & Central Asia|High income|France|Europe & Central Asia|High income|male|1950|1|2
ur.016627264540.18|US|North America|High income|United Kingdom|Europe & Central Asia|High income|male|1989|1|3
ur.013324101412.31|KE|Sub-Saharan Africa|Lower middle income|United States|North America|High income||1989|1|3
ur.012267557245.98|US|North America|High income|United Kingdom|Europe & Central Asia|High income|male|1989|1|3
ur.016100017340.77|AU|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income|male|1989|1|3
ur.010027527345.67|IL|Middle East & North Africa|High income|Israel|Middle East & North Africa|High income||1997|1|2
ur.012227756120.72|IL|Middle East & North Africa|High income|Israel|Middle East & North Africa|High income||1997|1|2
ur.016063352545.48|US|North America|High income|United Kingdom|Europe & Central Asia|High income||1997|1|2
ur.013255774411.35|AT|Europe & Central Asia|High income|United States|North America|High income||1945|1|1
ur.01005251573.51|NZ|East Asia & Pacific|High income|United States|North America|High income|male|1979|1|2
ur.01326173314.07|US|North America|High income|United States|North America|High income|male|1979|1|2
ur.0614271700.09|GB|Europe & Central Asia|High income|United States|North America|High income|male|1979|1|2
ur.016675402147.06|DK|Europe & Central Asia|High income|United States|North America|High income||1979|1|0
ur.010766141070.67|NZ|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income|male|3890|2|7
ur.01230572136.89|KR|East Asia & Pacific|High income||||female|1973|1|7
ur.01266535277.62|||||||female|1973|1|7
ur.0577534677.25|KR|East Asia & Pacific|High income||||male|1973|1|7
ur.0625412001.41|PH|East Asia & Pacific|Lower middle income||||male|1973|1|7
ur.01331751522.01|MA|Middle East & North Africa|Lower middle income||||male|1973|1|7
ur.0654051076.15|IL|Middle East & North Africa|High income||||male|1973|1|7
ur.0672157250.73|IE|Europe & Central Asia|High income|United States|North America|High income|male|1973|1|7
ur.01040272504.13|LB|Middle East & North Africa|Lower middle income||||male|1973|1|7
ur.0765761264.49|NZ|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income|male|1941|1|1
ur.01134215130.17|HU|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|1941|1|1
ur.0664705155.51|SE|Europe & Central Asia|High income|United States|North America|High income|male|2064|1|0
ur.07417417117.67|GB|Europe & Central Asia|High income|United States|North America|High income|male|2044|1|4
ur.01152213267.83|DK|Europe & Central Asia|High income|United States|North America|High income|male|2044|1|4
ur.016165077113.59|MX|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|2018|1|3
ur.01264403444.36|IL|Middle East & North Africa|High income|United States|North America|High income|male|2018|1|3
ur.0731231573.27|CH|Europe & Central Asia|High income|France|Europe & Central Asia|High income|male|1965|1|2
ur.0611305557.06|LB|Middle East & North Africa|Lower middle income|France|Europe & Central Asia|High income|male|1940|1|2
ur.016462617072.78|NL|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income||1940|1|2
ur.012730724250.18|FR|Europe & Central Asia|High income|France|Europe & Central Asia|High income||1940|1|2
ur.01262234203.57|IT|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|male|4016|2|6
ur.011412565763.37|IT|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|male|1979|1|4
ur.014152014735.71|IT|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|male|1979|1|4
ur.011007623233.77|US|North America|High income|United States|North America|High income||2021|1|0
ur.0741562252.24|AT|Europe & Central Asia|High income|United States|North America|High income||2070|1|4
ur.01135503457.94|DE|Europe & Central Asia|High income|United States|North America|High income||2070|1|4
ur.015702622313.81|NZ|East Asia & Pacific|High income|United States|North America|High income||2070|1|4
ur.012767572743.50|US|North America|High income|United States|North America|High income|male|2023|1|1
ur.015601230767.42|CM|Sub-Saharan Africa|Lower middle income|France|Europe & Central Asia|High income||2023|1|1
ur.0642065153.29|SI|Europe & Central Asia|High income|United States|North America|High income||2012|1|0
ur.014106244261.53|CN|East Asia & Pacific|Upper middle income|United States|North America|High income||2001|1|1
ur.07710531405.25|CR|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|2007|1|1
ur.015525541211.37|ZA|Sub-Saharan Africa|Upper middle income|United States|North America|High income|male|2007|1|1
ur.011350123365.45|CZ|Europe & Central Asia|High income|United States|North America|High income|male|2056|1|2
ur.013672424541.54|PL|Europe & Central Asia|High income|United States|North America|High income|male|2056|1|2
ur.016066763757.78|US|North America|High income|United States|North America|High income||2056|1|2
ur.01156446060.03|IL|Middle East & North Africa|High income|Russia|Europe & Central Asia|Upper middle income|male|2062|1|0
ur.01102435520.87|PE|Latin America & Caribbean|Upper middle income|Spain|Europe & Central Asia|High income|male|1943|1|1
ur.012111130003.45|ES|Europe & Central Asia|High income|Spain|Europe & Central Asia|High income|male|1943|1|1
ur.07376567632.17|IL|Middle East & North Africa|High income|United States|North America|High income|male|1954|1|5
ur.07355765126.10||||United States|North America|High income|female|1954|1|5
ur.0731164530.11|IL|Middle East & North Africa|High income|United States|North America|High income|male|1954|1|5
ur.0607537711.13|IL|Middle East & North Africa|High income|United States|North America|High income|male|1954|1|5
ur.01166451370.74|PL|Europe & Central Asia|High income|Israel|Middle East & North Africa|High income|male|1954|1|5
ur.012165572464.27|IL|Middle East & North Africa|High income|Israel|Middle East & North Africa|High income|male|1954|1|5
ur.01074507765.63|CN|East Asia & Pacific|Upper middle income|China|East Asia & Pacific|Upper middle income|female|2028|1|4
ur.01357557454.25|CN|East Asia & Pacific|Upper middle income|China|East Asia & Pacific|Upper middle income|male|2028|1|4
ur.014441067023.96|CN|East Asia & Pacific|Upper middle income|China|East Asia & Pacific|Upper middle income|male|2028|1|4
ur.01264632340.75|BD|South Asia|Lower middle income|United States|North America|High income|male|5439|2|0
ur.01343233135.12|IL|Middle East & North Africa|High income|Israel|Middle East & North Africa|High income|male|2069|1|2
ur.01126212571.96|US|North America|High income|United States|North America|High income|male|2069|1|2
ur.01347554604.92|BG|Europe & Central Asia|Upper middle income|United States|North America|High income|male|2069|1|2
ur.0744632777.16|CN|East Asia & Pacific|Upper middle income|United States|North America|High income||1996|1|3
ur.01270334105.48|DE|Europe & Central Asia|High income|United States|North America|High income|male|1996|1|3
ur.01275150624.72|NP|South Asia|Lower middle income|United States|North America|High income|male|1996|1|3
ur.01334071172.02|IL|Middle East & North Africa|High income|United States|North America|High income|male|1996|1|3
ur.013321545111.46|RU|Europe & Central Asia|Upper middle income|Russia|Europe & Central Asia|Upper middle income|male|1941|1|0
ur.01150436544.80|SE|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|female|2037|1|2
ur.013667332157.63|NZ|East Asia & Pacific|High income||||male|1954|1|0
ur.011527654265.12|SI|Europe & Central Asia|High income|United States|North America|High income|male|1980|1|0
ur.014442005543.82|IT|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|male|1980|1|1
ur.012620673207.03|IT|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|male|1980|1|1
ur.01330054462.96|PL|Europe & Central Asia|High income|Austria|Europe & Central Asia|High income|male|2071|1|5
ur.0621056711.64|UA|Europe & Central Asia|Lower middle income|United States|North America|High income|male|2071|1|5
ur.014614262272.17|TW|||United States|North America|High income|female|2071|1|5
ur.01246372247.07|CH|Europe & Central Asia|High income|United States|North America|High income||1966|1|3
ur.01037567241.50|IL|Middle East & North Africa|High income|Israel|Middle East & North Africa|High income||1966|1|3
ur.012043717675.89|AT|Europe & Central Asia|High income|United States|North America|High income||1966|1|3
ur.010022014215.11|IL|Middle East & North Africa|High income|Israel|Middle East & North Africa|High income|male|1966|1|3
ur.014131712635.08|SI|Europe & Central Asia|High income|United States|North America|High income|male|1950|1|2
ur.016571312021.78|SI|Europe & Central Asia|High income|United States|North America|High income|female|1950|1|2
ur.013517615371.12|IL|Middle East & North Africa|High income||||male|1950|1|2
ur.01056656105.72|IL|Middle East & North Africa|High income|United States|North America|High income|female|1981|1|0
ur.01036652025.16|NG|Sub-Saharan Africa|Lower middle income|United States|North America|High income|male|2045|1|0
ur.01146301474.62|IE|Europe & Central Asia|High income|United States|North America|High income|male|2033|1|2
ur.01263131261.57|CZ|Europe & Central Asia|High income|Slovakia|Europe & Central Asia|High income|male|2033|1|2
ur.07612201026.66|CA|North America|High income|United States|North America|High income|male|2033|1|2
ur.01121323064.49||||Brazil|Latin America & Caribbean|Upper middle income||1938|1|9
